X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
-4.889203625755205,-4.905573592571481,-4.921943559387758,-4.938313526204035,-4.954683493020311,-4.971053459836588,-4.987423426652864,-5.003793393469141,-5.020163360285418,-5.036533327101694
-4.80990476510942,-4.8263363263631645,-4.842767887616909,-4.859199448870654,-4.8756310101243985,-4.892062571378143,-4.908494132631888,-4.924925693885632,-4.941357255139376,-4.957788816393121
-4.74370073529729,-4.760463751397663,-4.777226767498035,-4.793989783598406,-4.810752799698779,-4.827515815799151,-4.844278831899523,-4.861041847999895,-4.877804864100267,-4.894567880200639
-4.677403165883238,-4.6945200973321874,-4.711637028781137,-4.728753960230087,-4.7458708916790355,-4.762987823127985,-4.780104754576935,-4.7972216860258845,-4.814338617474834,-4.831455548923784
-4.605986662642197,-4.623366831085385,-4.640746999528575,-4.658127167971763,-4.675507336414952,-4.692887504858141,-4.71026767330133,-4.72764784174452,-4.745028010187708,-4.762408178630897
-4.536327132334174,-4.554030465054257,-4.57173379777434,-4.5894371304944235,-4.607140463214506,-4.62484379593459,-4.642547128654672,-4.660250461374756,-4.677953794094838,-4.695657126814922
-4.462672220438567,-4.480600082584089,-4.498527944729609,-4.516455806875131,-4.534383669020651,-4.552311531166173,-4.570239393311693,-4.588167255457215,-4.606095117602735,-4.624022979748257
-4.375742885392276,-4.393785875822828,-4.411828866253379,-4.429871856683931,-4.4479148471144825,-4.465957837545035,-4.484000827975586,-4.502043818406138,-4.520086808836689,-4.538129799267241
-4.300576069456791,-4.318940385788029,-4.337304702119267,-4.355669018450506,-4.374033334781744,-4.392397651112982,-4.410761967444221,-4.429126283775459,-4.447490600106697,-4.4658549164379355
-4.21765157855553,-4.236345541170074,-4.2550395037846185,-4.273733466399163,-4.292427429013708,-4.3111213916282525,-4.329815354242797,-4.348509316857341,-4.367203279471886,-4.38589724208643
-4.12722102535238,-4.145958266454731,-4.1646955075570835,-4.183432748659435,-4.202169989761787,-4.220907230864138,-4.23964447196649,-4.258381713068841,-4.277118954171193,-4.295856195273545
-4.036184541473941,-4.055097167847005,-4.074009794220069,-4.0929224205931325,-4.111835046966196,-4.13074767333926,-4.149660299712324,-4.168572926085388,-4.187485552458452,-4.206398178831516
-3.948726572895,-3.9678735399367904,-3.9870205069785807,-4.006167474020371,-4.025314441062162,-4.044461408103952,-4.063608375145742,-4.082755342187532,-4.101902309229323,-4.121049276271114
-3.848451388153792,-3.8676528984167455,-3.886854408679699,-3.9060559189426525,-3.925257429205606,-3.9444589394685594,-3.9636604497315124,-3.982861959994466,-4.002063470257419,-4.021264980520373
-3.754619371608911,-3.7740181235342005,-3.79341687545949,-3.8128156273847793,-3.8322143793100687,-3.8516131312353576,-3.871011883160647,-3.8904106350859364,-3.909809387011226,-3.929208138936515
-3.648238383956165,-3.6675793602978666,-3.6869203366395675,-3.7062613129812685,-3.7256022893229694,-3.744943265664671,-3.764284242006372,-3.7836252183480727,-3.8029661946897737,-3.822307171031475
-3.540746847509063,-3.5599924906417493,-3.579238133774436,-3.5984837769071225,-3.617729420039809,-3.6369750631724953,-3.6562207063051817,-3.675466349437868,-3.694711992570555,-3.7139576357032413
-3.4268239434488144,-3.4458373542397585,-3.464850765030703,-3.483864175821647,-3.5028775866125916,-3.5218909974035357,-3.5409044081944803,-3.5599178189854244,-3.578931229776369,-3.597944640567313
-3.315583488749931,-3.3344932968120524,-3.353403104874174,-3.3723129129362954,-3.391222720998417,-3.4101325290605384,-3.42904233712266,-3.4479521451847814,-3.466861953246903,-3.4857717613090244
-3.1801379188271897,-3.1983026092328353,-3.2164672996384813,-3.234631990044127,-3.252796680449773,-3.2709613708554186,-3.2891260612610647,-3.3072907516667103,-3.3254554420723563,-3.343620132478002
-3.058886435636238,-3.0766279345477203,-3.094369433459203,-3.1121109323706855,-3.129852431282168,-3.14759393019365,-3.165335429105133,-3.1830769280166153,-3.2008184269280977,-3.21855992583958
-2.936879243420667,-2.9542762083837983,-2.97167317334693,-2.9890701383100615,-3.006467103273193,-3.0238640682363247,-3.041261033199456,-3.0586579981625874,-3.076054963125719,-3.09345192808885
-2.810454808690073,-2.827322681785803,-2.8441905548815334,-2.8610584279772633,-2.877926301072993,-2.894794174168723,-2.911662047264453,-2.9285299203601833,-2.9453977934559132,-2.962265666551643
-2.6867209213977414,-2.7030689702296504,-2.7194170190615594,-2.7357650678934684,-2.7521131167253774,-2.7684611655572864,-2.7848092143891954,-2.8011572632211044,-2.8175053120530134,-2.8338533608849223
-2.563209787731803,-2.5789398082409636,-2.594669828750124,-2.6103998492592844,-2.626129869768445,-2.6418598902776056,-2.657589910786766,-2.673319931295927,-2.6890499518050874,-2.7047799723142476
-2.4377916925064542,-2.4529986288801084,-2.4682055652537622,-2.483412501627416,-2.49861943800107,-2.513826374374724,-2.529033310748378,-2.5442402471220316,-2.559447183495686,-2.5746541198693396
-2.3153250714653133,-2.329890140349106,-2.3444552092328985,-2.3590202781166916,-2.373585347000484,-2.388150415884277,-2.4027154847680694,-2.417280553651862,-2.4318456225356546,-2.4464106914194472
-2.190866576435561,-2.2046802187966614,-2.2184938611577625,-2.232307503518863,-2.2461211458799637,-2.2599347882410643,-2.273748430602165,-2.2875620729632655,-2.3013757153243666,-2.315189357685467
-2.0663642758526564,-2.0794177554485116,-2.0924712350443673,-2.105524714640223,-2.118578194236078,-2.131631673831934,-2.1446851534277895,-2.1577386330236448,-2.1707921126195004,-2.183845592215356
-1.946897225193459,-1.9592047661654532,-1.9715123071374476,-1.983819848109442,-1.9961273890814362,-2.0084349300534305,-2.0207424710254247,-2.0330500119974193,-2.0453575529694135,-2.0576650939414076
-1.8246328546169746,-1.836045374577205,-1.8474578945374351,-1.8588704144976653,-1.8702829344578955,-1.881695454418126,-1.893107974378356,-1.9045204943385863,-1.9159330142988165,-1.9273455342590469
-1.717122299499995,-1.7280288761787437,-1.7389354528574923,-1.749842029536241,-1.7607486062149895,-1.7716551828937381,-1.7825617595724867,-1.7934683362512356,-1.8043749129299842,-1.8152814896087328
-1.6036571991908333,-1.6136403125398981,-1.6236234258889628,-1.6336065392380277,-1.6435896525870926,-1.6535727659361572,-1.663555879285222,-1.673538992634287,-1.6835221059833518,-1.6935052193324167
-1.500524543402357,-1.5099544574570265,-1.5193843715116961,-1.5288142855663658,-1.5382441996210352,-1.5476741136757048,-1.5571040277303745,-1.566533941785044,-1.5759638558397135,-1.5853937698943832
-1.3958182788445646,-1.4044591266585371,-1.4130999744725097,-1.4217408222864822,-1.4303816701004548,-1.4390225179144271,-1.4476633657283997,-1.4563042135423723,-1.4649450613563448,-1.4735859091703174
-1.298089895344686,-1.3058848001271746,-1.3136797049096633,-1.3214746096921521,-1.3292695144746407,-1.3370644192571295,-1.3448593240396183,-1.352654228822107,-1.3604491336045956,-1.3682440383870844
-1.2113175245188084,-1.2186364320574523,-1.2259553395960965,-1.2332742471347404,-1.2405931546733846,-1.2479120622120285,-1.2552309697506727,-1.2625498772893167,-1.2698687848279608,-1.277187692366605
-1.1175961320242789,-1.1236189856469543,-1.1296418392696295,-1.1356646928923047,-1.14168754651498,-1.1477104001376552,-1.1537332537603306,-1.1597561073830058,-1.165778961005681,-1.1718018146283564
-1.0354764220524482,-1.0396917767590457,-1.043907131465643,-1.0481224861722405,-1.0523378408788377,-1.0565531955854353,-1.0607685502920325,-1.0649839049986298,-1.0691992597052273,-1.0734146144118246
-0.9220495333574734,-0.9312568866926267,-0.9404642400277802,-0.9496715933629336,-0.9588789466980873,-0.9680863000332406,-0.9772936533683941,-0.9865010067035473,-0.9957083600387009,-1.0049157133738544
